entry_id,event_id,event_name,event_subtype_custom,description,date_in_text,source_date,location,location_normalized,brief_context,information_source,information_source_type,confidence,classification_confidence,keywords,text_fragment,category,month,month_name
216,IDEOLOGIES_CAUSES_IDEOLOGY_SOC,Социализм / Коммунизм / Рабочий вопрос,Анализ антиправительственных идей в литературе,"Автор анализирует роман Эжена Сю ""Парижские тайны"", отмечая в нем ""много социальных мыслей прямо против правительства"". Он также указывает на критику коррумпированного правосудия во Франции. Это отражает его понимание критических идей, которые были широко распространены в Европе и способствовали революциям 1848-1849 гг.",,1849-08-10,Франция,Франция,"Роман Эжена Сю ""Парижские тайны"" (1842-1843) был чрезвычайно популярен и оказал большое влияние на формирование общественного мнения, акцентируя внимание на социальных язвах и несправедливости, что стало одной из идеологических предпосылок Революции 1848 года во Франции.","Роман ""Парижские тайны""",Личные наблюдения и опыт автора,High,High,"['Парижские тайны', 'социальные мысли', 'против правительства', 'правосудие', 'Эжен Сю']","много социальных мыслей прямо против правительства. ... Главная идея, что все действие происходит между ворами и грабителями это, кажется, и была цель Сю представить ужасную бедность и сильное правосудие, которое, он говорит, покупается во Франции за дорогую цену.",IDEOLOGIES,8,August
216,IDEOLOGIES_CAUSES_SOCEC_ECO,Экономические кризисы / Голод / Нищета,Изображение нищеты парижского низшего класса,"Автор описывает, как в романе ""Парижские тайны"" представлен бедный класс парижского общества, отмечая ""ужасную нищету народа"". Это отражает его осведомленность о социальных проблемах (нищета, разврат, преступность), которые были одной из ключевых причин революционных событий 1848 года во Франции.",,1849-08-10,Париж,"Париж, Франция","""Социальный вопрос"", связанный с быстрой урбанизацией и тяжелыми условиями жизни пролетариата, был одной из главных движущих сил Февральской революции 1848 года и особенно Июньского восстания в Париже.","Роман ""Парижские тайны""",Личные наблюдения и опыт автора,High,High,"['нищета', 'бедный класс', 'Париж', 'социальные проблемы', 'воровство']","Бедный класс парижского общества представлен с самой гадкой стороны, как только можно представить грязные картины воровства разврата и грабительства, волосы становятся дыбом от этой ужасной нищеты народа...",IDEOLOGIES,8,August
216,AUTHOR_PERCEPTION_EMO_GENERAL,Общая эмоциональная реакция/сильное впечатление (неуточненная эмоция),Шок и ужас от описания нищеты,"Читая в романе ""Парижские тайны"" об ""ужасной нищете народа"" в Париже, автор испытывает сильную эмоциональную реакцию, заявляя, что у него ""волосы становятся дыбом"". Это демонстрирует его личное, эмоциональное восприятие социальных проблем, лежавших в основе европейских революций.",,1849-08-10,Вологда,"Вологда, Россия","Литературные произведения, описывающие социальные проблемы, часто вызывали сильный эмоциональный отклик у читающей публики в XIX веке, формируя общественное мнение и повышая осведомленность о классовых противоречиях.",Личные чувства автора,Личные наблюдения и опыт автора,High,High,"['волосы дыбом', 'ужасная нищета', 'эмоциональная реакция', 'шок', 'впечатление']",волосы становятся дыбом от этой ужасной нищеты народа,AUTHOR_PERCEPTION,8,August
216,REV1848_EUR_CONTEXT_GEN,"Общие упоминания Весны народов, беспорядков на Западе",Распространение социально-критической литературы в Европе,"Автор отмечает, что по образцу ""Парижских тайн"" появились аналогичные романы о других европейских столицах, включая ""Берлинские тайны"". Это свидетельствует о его понимании того, что социальные проблемы и их литературное осмысление были общим явлением для Европы, что создавало фон для ""Весны народов"" 1848 года.",,1849-08-10,"Лондон, Брюссель, Берлин",Европа,"В 1840-е годы жанр ""городских тайн"" стал популярен по всей Европе, отражая общие для многих стран социальные проблемы. Берлин был одним из ключевых центров Мартовской революции 1848 года в Германии.",Не указан (общие знания автора о литературе),Источник неясен/не указан,High,High,"['Берлинские тайны', 'Лондонские тайны', 'подражатели', 'Европа', 'литература']","и не мудрено, что явилось столько подражателей, именно сколько вышло подобных романов: «Лондонские тайны», «Брюссельские», «Берлинские», и, верно, будет и еще много других.",REV1848,8,August
218,REV1848_HUN_RUS_MIL,Военные действия (Россия против Венгрии),Новости о победах и потерях в Венгрии,"Автор, прочитав ""Санкт-Петербургские газеты"", передает новости о ходе венгерской кампании. Он сообщает о крупной победе русских войск над венгерцами в двух сражениях, а также о потерях среди российского генералитета: трое контужены и генерал Скорятин убит.",,1849-08-12,Не указано,Венгрия,"В конце июля - начале августа 1849 года русская армия одержала ряд решающих побед в Венгрии, в частности в битве при Дебрецене 21 июля (2 августа н.ст.), где погиб генерал-лейтенант Л.О. Скарятин (в дневнике - Скорятин).",С. Пет. газет,"Официальные источники (газеты, манифесты)",High,High,"['Венгерцы', 'русские', 'сражения', 'Скорятин', 'потери']","Венгерцев русские покалечили и в двух сражениях разбили будто бы в пух, зато наших три генерала контужены и один из них Скорятин убит ядром.",REV1848,8,August
219,RU_REACTION_INTERNAL_EXILE,Ссылка / Каторга по политическим мотивам,Ссылка учителя под надзор полиции,"Автор дневника сообщает о своей встрече в Вологде с неким Белецким, учителем истории из петербургского Первого кадетского корпуса. Белецкий был сослан в Вологду и находится под надзором полиции. Этот факт является прямым свидетельством репрессивной внутренней политики правительства Николая I, усилившейся после революций 1848-1849 гг. в Европе с целью подавления инакомыслия.",,1849-08-13,сюда (Вологда),"Вологда, Россия","Период 1848-1855 гг. в России известен как 'Мрачное семилетие'. В это время правительство Николая I резко ужесточило цензуру, полицейский надзор и репрессии против интеллигенции и любых проявлений 'вольнодумства', опасаясь распространения революционных идей из Европы.",Личная встреча автора с сосланным,Личные наблюдения и опыт автора,High,High,"['ссылка', 'полицейский надзор', 'учитель', 'репрессии', 'Белецкий']","к нему тут пришел сосланный сюда под надзор полиции учитель р. истории в первом кадетском корпусе, Белецкий...",RU_REACTION,8,August
219,AUTHOR_PERCEPTION_OPINION_BIAS,"Личные предубеждения/симпатии/антипатии автора (к нациям, группам, идеологиям)",Характеристика сосланного как 'вольнодумца',"Автор, описывая сосланного учителя Белецкого, выносит собственное суждение, характеризуя его как 'вольнодумца' и человека 'нынешнего века'. Эта оценка ('кажется... вольнодумен') является личным мнением автора, отражающим его восприятие человека, чьи взгляды, вероятно, стали причиной ссылки. Это показывает, как автор категоризирует людей в соответствии с идеологическими ярлыками эпохи, сформированными в том числе реакцией на европейские революции.",,1849-08-13,Не указано,,"В официальном и консервативном дискурсе России середины XIX века термин 'вольнодумец' был синонимом политически неблагонадежного человека, подверженного опасному 'западному влиянию', которое правительство стремилось искоренить после 1848 года.",Личное мнение автора,Личные наблюдения и опыт автора,High,High,"['вольнодумец', 'нынешний век', 'личное суждение', 'характеристика', 'восприятие']","молодой человек довольно ученый, умный но кажется нынешнего века, вольнодумен, я немного с ним познакомился...",AUTHOR_PERCEPTION,8,August
220,REV1848_HUN_CAP,Капитуляция венгерской армии (Вилагош),Поражение и сдача венгерской армии русским,"Автор передает новость о решающем поражении венгерских войск, нанесенном армией под командованием Князя Варшавского (фельдмаршала Паскевича), и о последующем решении предводителя мятежников сдаться русским. Это сообщение соответствует капитуляции венгерской армии при Вилагоше.",,1849-08-14,Не указано,Венгрия,"13 августа (1 августа по ст. ст.) 1849 года основная венгерская армия под командованием Артура Гёргея капитулировала перед русскими войсками у местечка Вилагош, что ознаменовало конец Венгерской революции.",Новость из мира политического,"Официальные источники (газеты, манифесты)",High,High,"['Князь Варшавский', 'венгерцы', 'капитуляция', 'победа', 'сдается']","Князь Варшавский разбил на голову венгерцев, предводитель мятежников изъявил желание положить оружие пред русскими, которым и сдается.",REV1848,8,August
220,RU_REACTION_SOCIAL_SECULAR_CELEB,"Светские / Публичные торжества и празднования (салюты, парады, балы в честь побед, событий)",Артиллерийский салют в честь победы,"Автор упоминает, что в Санкт-Петербурге победа над венграми была отмечена официальным торжеством - салютом из 101 пушечного выстрела.",,1849-08-14,Петербург,"Санкт-Петербург, Россия",Артиллерийские салюты в столице были стандартной формой оповещения и празднования крупных военных побед Российской империи.,Новость из мира политического,"Официальные источники (газеты, манифесты)",High,High,"['Петербург', 'пушечный выстрел', 'победа', 'возвещено', 'салют']","В Петербурге сто одним пушечным выстрелом возвещено было о победе, и было совершено молебствие.",RU_REACTION,8,August
220,RU_REACTION_RELIGIOUS_SERVICE,"Официальные молебны (о начале войны, о победе и т.д.)",Молебен в честь победы над венграми,"Автор сообщает, что в Санкт-Петербурге в честь победы над венграми был совершен официальный благодарственный молебен.",,1849-08-14,Петербург,"Санкт-Петербург, Россия","Благодарственные молебны по случаю военных побед были обязательной частью государственной идеологии и общественной жизни в России XIX века, подчеркивая божественное покровительство монархии.",Новость из мира политического,"Официальные источники (газеты, манифесты)",High,High,"['Петербург', 'молебствие', 'победа', 'религиозная реакция']","В Петербурге сто одним пушечным выстрелом возвещено было о победе, и было совершено молебствие.",RU_REACTION,8,August
220,AUTHOR_PERCEPTION_OPINION_REFL,"Размышления о политике, войне, обществе, будущем",Размышление о неизбежности победы сильного,"Автор делает личный вывод о неизбежности поражения венгров, формулируя это как общий принцип: 'плохо слабому идти против сильного'. Это отражает его фаталистическое восприятие конфликта и усвоение имперской идеологии о мощи России.",,1849-08-14,Не указано,,"Официальная пропаганда в России представляла венгерскую кампанию как справедливую миссию по восстановлению законного порядка, что формировало у подданных, включая молодежь, убежденность в правоте и непобедимости России.",Личное мнение автора,Личные наблюдения и опыт автора,High,High,"['личный вывод', 'неизбежность', 'слабый против сильного', 'размышления', 'компания кончится']","Должно быть, скоро компания кончится, иначе и не могло быть, плохо слабому идти против сильного.",AUTHOR_PERCEPTION,8,August
222,RU_REACTION_SOCIAL_DISCUSS,Обсуждение событий / Слухи в обществе,Обсуждение новостей о Венгерской кампании,"Автор отмечает, что главной темой разговоров в вологодском обществе являются новости о победах русских войск в Венгрии, в частности, история о попытке захвата генерала Бема, ставшая известной из газет.",,1849-08-16,Вологда,"Вологда, Россия",К августу 1849 года русская интервенция в Венгрии близилась к успешному завершению. Новости с театра военных действий активно публиковались в российской прессе и были предметом живого интереса в обществе.,"Разговоры в обществе (""все толкуют"")","Неофициальные сведения (слухи, разговоры в обществе)",High,High,"['обсуждение', 'победа русских', 'Бем', 'Венгрия', 'общественное мнение']","Теперь все толкуют о победе русских только и слышно, «Эх, жаль Бема-то не взяли, тот улан (в газетах есть известие что один улан врубился в неприятельскую колонну схватил Бема и хотел его тащить но был изрублен)...",RU_REACTION,8,August
222,REV1848_HUN_FIG,"Личности (Кошут, Бем, Гёргей, Паскевич и др.)",Попытка захвата генерала Бема,"Автор пересказывает газетное известие о конкретном военном эпизоде: героической, но неудачной попытке русского улана в одиночку захватить в плен одного из лидеров венгерской армии, польского генерала Юзефа Бема. В ходе попытки улан был убит.",,1849-08-16,Венгрия,Венгрия,"Юзеф Бем был одним из самых видных и талантливых полководцев венгерской революционной армии. Его поражение в битве при Темешваре 9 августа 1849 года стало одним из решающих событий, приведших к капитуляции венгров.",газеты,"Официальные источники (газеты, манифесты)",High,High,"['Бем', 'улан', 'Венгерская кампания', 'военные действия', 'газеты']",(в газетах есть известие что один улан врубился в неприятельскую колонну схватил Бема и хотел его тащить но был изрублен),REV1848,8,August
222,RU_REACTION_SOCIAL_PATRIOT,Патриотические настроения / Поддержка действий правительства,Сочувствие русскому улану и сожаление о неудаче,"Автор фиксирует патриотическую реакцию общества на новость из Венгрии: люди выражают сожаление, что не удалось захватить вражеского командира Бема, и одновременно сочувствуют погибшему русскому улану, чей поступок воспринимается как героический.",,1849-08-16,Вологда,"Вологда, Россия","Официальная идеология периода Венгерской кампании 1849 года активно продвигала идеи патриотизма и героизировала подвиги русских солдат, что находило широкий отклик в провинциальном обществе.",Разговоры в обществе,"Неофициальные сведения (слухи, разговоры в обществе)",High,High,"['патриотизм', 'сочувствие', 'улан', 'героизм', 'общественное мнение']","«Эх, жаль Бема-то не взяли... жаль, бедного, ведь в кусочки всего изрубили.",RU_REACTION,8,August
222,RU_REACTION_SOCIAL_DISCUSS,Обсуждение событий / Слухи в обществе,Спекуляции о возможной ссылке генерала Бема в Вологду,"В продолжение разговора о генерале Беме, местные жители начинают рассуждать о его возможной судьбе в случае пленения. Идея о том, что его могли бы сослать в их родную Вологду, встречается с всеобщим восторгом и любопытством.",,1849-08-16,Вологда,"Вологда, Россия",Вологда исторически была одним из центров политической ссылки в Российской империи. Появление в городе известного европейского революционера в качестве ссыльного воспринималось бы местными жителями как неординарное событие.,"Разговоры в обществе (""провинциальный дипломат"", ""третий"")","Неофициальные сведения (слухи, разговоры в обществе)",High,High,"['Бем', 'ссылка', 'Вологда', 'слухи', 'восхищение']","«А, может быть, и сослали бы да еще к нам в Вологду», — говорит третий, и за ним все с восхищением повторяют: «Славно бы как к нам прислали».",RU_REACTION,8,August
224,RU_REACTION_SOCIAL_SECULAR_CELEB,"Светские / Публичные торжества и празднования (салюты, парады, балы в честь побед, событий)",Обед и бал в честь князя Горчакова,"Автор дневника сообщает, что аристократия Вологды устроила обед в честь князя Горчакова, которого он называет ""первым и очень важным лицом"". Также в его честь планируются бал, театр и фейерверк. Учитывая дату (август 1849) и статус князя, это празднование, вероятнее всего, связано с его ролью в недавней победоносной Венгерской кампании.",вчера (относительно 1849-08-18),1849-08-18,"Вологда, Эрмолово","Вологда, Россия","Генерал от артиллерии князь Михаил Дмитриевич Горчаков был начальником штаба действующей армии во время Венгерского похода 1849 года. Капитуляция венгерской армии при Вилагоше произошла 13 августа 1849 года, и чествование высших военачальников по всей империи было распространенной практикой.",Общеизвестная информация в городе,"Неофициальные сведения (слухи, разговоры в обществе)",High,High,"['князь Горчаков', 'обед', 'бал', 'празднование', 'Вологда']","Вчерашний день вологодская аристократия задавала обед князю Горчакову, общими силами накормили князя лицо здесь первое теперь и очень важное на этих днях у него будет дан бал театр и фейерверк в Эрмолове, нам разумеется негде видеть этих чудес, что делать!",RU_REACTION,8,August
227,RU_REACTION_SOCIAL_SECULAR_CELEB,"Светские / Публичные торжества и празднования (салюты, парады, балы в честь побед, событий)",Празднование победы над венграми,"Автор дневника сообщает, что в Вологде проходили официальные празднования по случаю победы российских войск над венгерскими повстанцами, что является отражением общеимперской реакции на подавление Венгерского восстания.",Нынешний день,1849-08-21,Вологда,"Вологда, Россия",Венгерская армия под командованием Артура Гёргея капитулировала перед русскими войсками фельдмаршала Паскевича при Вилагоше 13 августа (1 августа по ст. ст.) 1849 г. Эта победа широко отмечалась по всей Российской империи.,Личные наблюдения автора,Личные наблюдения и опыт автора,High,High,"['победа над венграми', 'праздновали', 'Вологда', 'торжества', 'Венгерское восстание']","Нынешний день в Вологде праздновали победу над венграми, было молебствие, я в соборе не был, не удалось, завтра высокоторжественный день коронации, так в собор надобно отправиться.",RU_REACTION,8,August
227,RU_REACTION_RELIGIOUS_SERVICE,"Официальные молебны (о начале войны, о победе и т.д.)",Молебен в честь победы над венграми,В рамках празднования победы над венграми в Вологде был проведен благодарственный молебен. Это событие представляет собой официальную религиозную реакцию властей на успешное завершение Венгерской кампании.,Нынешний день,1849-08-21,Вологда,"Вологда, Россия","Благодарственные молебны по случаю военных побед были стандартной практикой в Российской империи, призванной продемонстрировать божественное покровительство монарху и его армии и укрепить патриотические настроения.",Личные наблюдения автора,Личные наблюдения и опыт автора,High,High,"['молебствие', 'победа над венграми', 'собор', 'религиозная реакция', 'Вологда']","Нынешний день в Вологде праздновали победу над венграми, было молебствие, я в соборе не был, не удалось...",RU_REACTION,8,August
227,AUTHOR_PERCEPTION_OPINION_REFL,"Размышления о политике, войне, обществе, будущем",Безразличие к официальным торжествам,"Автор прямо выражает свое безразличие и нежелание участвовать в официальном молебне в честь победы, отмечая, что пошел бы на него только ""позевать"". Он противопоставляет свое текущее положение ""вольного казака"" будущей обязательной службе, демонстрируя отстраненность от официального патриотического дискурса.",,1849-08-21,Вологда,"Вологда, Россия","В эпоху Николая I участие в официальных патриотических и религиозных церемониях было важной частью общественной жизни и обязательным для чиновников, военных и учащихся, что могло вызывать у некоторых молодых людей внутреннее отторжение.",Личные размышления автора,Личные наблюдения и опыт автора,High,High,"['не был в соборе', 'идти позевать', 'вольный казак', 'безразличие', 'личное восприятие']","я в соборе не был, не удалось, завтра высокоторжественный день коронации, так в собор надобно отправиться. Я хоть и не служащий еще, да уже так к молебну идти позевать. Вот когда поступлю на службу тогда обязан буду по <...> непременно молиться за царя, а теперь я вольный казак, еще ничем не связан.",AUTHOR_PERCEPTION,8,August
227,RU_REACTION_SOCIAL_DISCUSS,Обсуждение событий / Слухи в обществе,Слухи о милостях Государя в Москве,"Автор передает разговоры, услышанные в гостях у Грудиных, о том, что Государь (Николай I) в Москве ""наделал много милостей"". Эти слухи, вероятнее всего, связаны с празднованием победы в Венгерской кампании и возвращением императора в столицу.",,1849-08-21,Москва,"Москва, Россия","После успешного завершения Венгерского похода Николай I вернулся в Россию. Его пребывание в Москве в августе-сентябре 1849 г. сопровождалось торжествами и монаршими милостями (награждениями, пожертвованиями), что активно обсуждалось в обществе.",Грудины,Информация от конкретного лица (именованный источник),Medium,High,"['Государь', 'милости', 'Москва', 'слухи', 'Грудины']","Грудины похвастали обыкновенно, как и сами москвичи про Москву, что Государь там наделал много милостей, каких-то пустячков чудес и прочее.",RU_REACTION,8,August
228,RU_REACTION_INTERNAL_EDU,Усиление контроля над образованием / университетами,Подозрения в шпионстве среди гимназистов,"Автор дневника описывает ситуацию в гимназии, где он подозревает одного из учеников в шпионстве в пользу руководства. Это наблюдение отражает общую атмосферу подозрительности и усиления надзора в учебных заведениях, что было частью внутренней политики российского правительства в ответ на революционные события 1848-1849 гг. в Европе.",,1849-08-22,пансион,"Вологда, Россия","В период ""Мрачного семилетия"" (1848-1855) правительство Николая I, опасаясь распространения ""революционной заразы"", резко усилило контроль над системой образования, поощряя надзор и доносительство в гимназиях и университетах.",Личные наблюдения и выводы автора,Личные наблюдения и опыт автора,Medium,Medium,"['шпионство', 'гимназия', 'пансион', 'надзор', 'Образцов']","Это что-нибудь да значит, какое-нибудь шпионство по пансиону. Трудно теперь пансионерам бороться с такими шпионами, когда в главе их первый ученик седьмого класса и такой гениальный плут, как Образцов.",RU_REACTION,8,August
228,AUTHOR_PERCEPTION_OPINION_REFL,"Размышления о политике, войне, обществе, будущем",Ощущение измены и подлости в гимназии,"Автор выражает свое личное отвращение к моральному климату в гимназии, который, по его мнению, пронизан ""изменой и подлостью"". Это его собственная оценка атмосферы подозрительности и доносительства, характерной для российского общества в период реакции на европейские революции.",,1849-08-22,гимназия,"Вологда, Россия","Атмосфера страха и подозрительности, насаждаемая властями в 1848-1855 гг., проникала во все слои общества, включая учебные заведения, и воспринималась современниками как моральный упадок.",Личное мнение автора,Личные наблюдения и опыт автора,Medium,High,"['измена', 'подлость', 'гимназия', 'атмосфера', 'личное мнение']","Слава Богу хоть мы вышли теперь все, дышит изменой и подлостью в гимназии.",AUTHOR_PERCEPTION,8,August
231,REV1848_EUR_CONTEXT_NEWS,Распространение новостей/слухов о революциях,Поиск новостей в газетах,"Автор дневника сообщает, что прочитал свежий номер газеты 'Петербургские Ведомости', но не нашел в нем ничего, что его особенно заинтересовало. Это указывает на его привычку следить за новостями через официальную прессу, которая в тот период была основным источником информации о событиях в Европе, в частности о завершении Венгерской кампании.",,1849-08-25,Не указано,,"К концу августа 1849 года Венгерская кампания была фактически завершена (капитуляция при Вилагоше 13 августа). Российские газеты, такие как 'Петербургские ведомости', были основным официальным источником информации об этих событиях для жителей провинции.",Петербургские Ведомости,"Официальные источники (газеты, манифесты)",High,High,"['Петербургские Ведомости', 'газеты', 'новости', 'информация', 'чтение']",Прочитал последнюю почту Петербургских Ведомостей особенно меня интересующего не нашел ничего.,REV1848,8,August
232,RU_REACTION_RELIGIOUS_SERMON,"Проповеди / Религиозные тексты, связанные с событиями",Использование проповедей для антизападной риторики,"Автор описывает как общепринятую практику, что церковные проповеди, особенно приуроченные к празднованию икон, связанных с военными победами, используются для политических выступлений против ""Запада"". Это указывает на вовлеченность церкви в официальную государственную пропаганду против европейских революций 1848-1849 гг.",,1849-08-26,Вологда,"Вологда, Россия","В период европейских революций 1848-1849 гг. Русская православная церковь активно поддерживала официальную политику, осуждая ""мятежный"" и ""безбожный"" Запад и прославляя Россию как оплот порядка и истинной веры.",Личные наблюдения автора,Личные наблюдения и опыт автора,High,High,"['проповедь', 'Запад', 'политика', 'церковь', 'пропаганда']","нонче попам легко писать проповеди особенно где празднуется молебства иконы Божьей Матери и все проповеди почти однообразны сходны, непременно можно ожидать что начнется речь о политических делах, о Западе и пойдет т. д. Особенно иконы такие как Донской или Владимирской Б. М. прославленные в бранях нашего отечества прямо наводят и подают повод случай распространится и тем растянуть проповедь, иначе даже, и не написать бы отцу Евграфу.",RU_REACTION,8,August
232,AUTHOR_PERCEPTION_OPINION_REFL,"Размышления о политике, войне, обществе, будущем",Ироничное восприятие политизированных проповедей,"Автор выражает свое личное, несколько ироничное отношение к политическим проповедям. Он отмечает, что они стали предсказуемыми, однообразными и ""легкими"" для написания, подразумевая их шаблонность и отсутствие глубокого содержания. Это его собственное суждение о качестве и характере официальной пропаганды, связанной с событиями на Западе.",,1849-08-26,Вологда,"Вологда, Россия","Несмотря на повсеместную официальную патриотическую риторику в эпоху Николая I, некоторые образованные люди, даже в провинции, могли воспринимать ее критически или с иронией, как показывает автор дневника.",Личное мнение автора,Личные наблюдения и опыт автора,High,High,"['восприятие', 'ирония', 'проповедь', 'шаблонность', 'Запад']","нонче попам легко писать проповеди... все проповеди почти однообразны сходны, непременно можно ожидать что начнется речь о политических делах, о Западе... иначе даже, и не написать бы отцу Евграфу.",AUTHOR_PERCEPTION,8,August
239,RU_REACTION_SOCIAL_PATRIOT,Патриотические настроения / Поддержка действий правительства,Воспоминание о чтении патриотического сочинения,"Автор вспоминает о своем участии в гимназическом акте (торжественном собрании), где он с большим успехом читал свое сочинение под названием «Вологда в 1848 году». Учитывая исторический контекст (1848 год - 'Весна народов') и восторженный прием ('прославленное', 'торжественный восторг'), сочинение, вероятнее всего, имело патриотическую направленность, противопоставляя порядок и спокойствие в российской провинции революционным событиям в Европе.",конец 1848 или начало 1849 г.,1849-09-02,Вологда,"Вологда, Россия","В 1848-1849 гг. правительство Николая I активно поощряло патриотическую риторику, представляя Россию как оплот стабильности в противовес революционной Европе. Учебные заведения были важной площадкой для такой пропаганды.",Личные воспоминания автора,Личные наблюдения и опыт автора,Medium,Medium,"['Вологда в 1848 году', 'патриотизм', 'гимназический акт', 'сочинение', 'воспоминание']","эта картина была и на акте, когда я блеснул новой славой, когда читал столь прославленное после сочинение «Вологда в 1848 году» и под звуки музыки при торжественном восторге души и вполне удовлетворенного самолюбия мне подарили книги за рисованье...",RU_REACTION,9,September
